ID,fakenews1,fakenews2,fakenews3,fnsce_press,fnsce_politician,fnsce_citizen,fnsce_enemy,fnsce_ngo,fnsce_mag,fnsce_tv,fnsce_internet,fnsce_mobile,fnsce_nbr,fndt_gov,fndt_con,fndt_dem,fndt_pln,fndt_press,fn_self,fn_other,fncheck_friend,fncheck_book,fncheck_expert,fncheck_factcheck,fnrespond1,fnrespond_2,fnrespond_3,fnrespond_4,fn_edu,v_o_1,v_o_2,v_o_3,v_o_4,v_o_5,v_o_6,fc,fc_usage,fc_power,tfc,tfc_power,fnresponsibility_src,fnresponsibility_press,fnresponsibility_official,fnresponsibility_platform,fnresponsibility_citizen,fnlaws,fn_gov,fn_tech,party,pan,city,sex,age,edu,job,job_other,incomelevel,classlevel,monthincome_self,monthincome_family,father,father_other,mother,mother_other,partner,partner_other,carlis,motorlis,CDC,vaccines,@2024president,dppscore,kmtscore,tppscore,nppscore,tspscore,pfpscore,npscore,tsaiscore,laiscore,chuscore,houscore,koscore,usascore,chinascore,taiwanese,chinese,ethic,sovereignty,cultrue,fakenews_indicator
AKTDZQD,1,2,2,3,2,1,2,2,2,2,3,2,1,1,0,1,0,0,1,2,0,1,1,1,1,1,1,0,2,0,1,0,0,0,1,1,1.0,1.0,1,2.0,3,2,3,2,2,2,0,0,2.0,2,14,1,3,2,0,12,6.0,5.0,9,9,6,5,7,5,6,3,0,0,1,3,2.0,3.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,5.0,1.0,8.0,7.0,6.0,2.0,3,1,1,3,2,3
RVZURVH,1,1,2,2,2,1,2,2,2,1,1,3,3,1,1,2,1,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2.0,2.0,1,2.0,1,2,1,2,2,2,1,0,2.0,1,7,1,9,2,0,12,7.0,8.0,8,3,7,5,7,5,8,3,0,0,1,1,1.0,1.0,4.0,8.0,4.0,1.0,2.0,2.0,3.0,3.0,5.0,8.0,10.0,3.0,3.0,2,2,0,3,2,4
SASZXGO,1,3,3,2,2,3,2,2,1,2,3,3,2,0,0,1,0,0,2,3,1,1,1,1,1,1,0,0,3,1,1,1,0,0,0,1,1.0,2.0,1,2.0,3,3,3,3,2,3,0,0,5.0,2,1,0,2,3,2,12,4.0,2.0,8,0,7,5,7,5,8,3,1,0,0,3,2.0,5.0,1.0,3.0,1.0,1.0,2.0,1.0,6.0,6.0,2.0,6.0,4.0,5.0,1.0,3,0,0,3,2,4
SFHMVYE,0,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,3,1,1,1,0,0,1,0,,1.0,1,2.0,2,3,3,2,2,3,0,0,6.0,2,14,1,1,2,6,12,3.0,3.0,6,2,7,5,7,5,6,3,0,0,1,2,1.0,5.0,1.0,5.0,4.0,3.0,2.0,2.0,4.0,7.0,2.0,7.0,7.0,5.0,2.0,3,2,0,3,2,4
QHZJWOI,1,2,2,3,2,1,3,1,2,3,3,1,1,0,0,0,0,0,1,2,1,1,1,1,1,0,1,0,3,1,1,1,0,0,0,0,,2.0,0,,3,3,3,3,2,3,0,0,6.0,2,14,1,1,3,4,12,1.0,1.0,7,8,6,5,7,5,6,3,0,0,1,3,8.0,3.0,1.0,1.0,5.0,8.0,2.0,1.0,3.0,3.0,1.0,8.0,2.0,6.0,1.0,3,0,0,4,1,4
NWMJWUF,1,2,3,3,2,1,1,3,3,3,3,3,1,0,0,0,0,0,1,2,1,1,1,1,1,1,0,1,3,0,1,0,1,1,0,1,1.0,1.0,0,,2,2,2,2,2,3,0,0,0.0,1,11,0,5,2,1,12,6.0,6.0,8,8,7,5,7,5,8,3,0,0,0,3,9.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,7.0,8.0,1.0,3.0,3,2,0,3,3,4
DUQEBJQ,1,2,2,2,3,2,2,3,3,3,3,3,3,1,1,1,1,0,2,3,1,1,1,1,1,1,1,1,3,0,1,0,1,0,1,1,1.0,2.0,1,2.0,2,2,2,2,2,2,0,0,6.0,1,3,1,4,2,0,12,6.0,7.0,8,10,7,5,7,5,8,3,0,0,0,3,5.0,5.0,6.0,6.0,3.0,2.0,2.0,3.0,4.0,5.0,7.0,7.0,6.0,5.0,5.0,2,1,0,3,2,4
ZSYFQMM,1,1,3,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,3,3,0,1,0,0,1,0,1,0,3,0,1,0,1,0,0,0,,1.0,0,,3,3,3,3,3,3,1,0,2.0,1,1,1,3,2,13,12,1.0,1.0,6,7,7,5,7,5,8,3,0,0,1,3,2.0,1.0,10.0,6.0,1.0,1.0,3.0,2.0,1.0,2.0,7.0,10.0,6.0,6.0,1.0,2,0,0,4,2,1
JQYETCV,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,2,0,1,1,1,0,1,1,1,2,0,0,1,0,1,0,1,1.0,1.0,1,1.0,1,2,2,2,1,2,1,0,,3,1,1,1,3,0,12,6.0,5.0,9,1,1,5,7,5,6,3,0,0,0,2,1.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,1,1,1,2,2,3
CISPKHM,0,1,2,2,2,1,2,2,1,2,2,2,1,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,1,1.0,2.0,1,2.0,2,2,2,2,2,2,0,0,0.0,0,20,1,5,3,0,12,4.0,5.0,8,8,7,5,7,5,6,3,0,0,1,3,2.0,3.0,7.0,3.0,2.0,1.0,5.0,2.0,3.0,5.0,5.0,7.0,4.0,4.0,3.0,2,1,1,3,2,4
AWKBKWS,1,2,3,3,3,3,3,3,2,2,3,3,2,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,3,1,1,1,0,0,0,1,1.0,2.0,1,2.0,3,3,3,3,3,2,0,0,6.0,2,11,1,3,2,0,12,8.0,8.0,9,4,5,5,7,5,8,3,0,0,0,2,1.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,2,2,0,2,2,4
BIOVJNE,1,2,3,1,1,2,2,1,1,1,2,2,1,0,0,0,0,0,2,2,1,1,0,1,1,0,0,0,3,1,1,1,0,0,0,1,1.0,2.0,1,2.0,2,2,2,2,2,3,0,0,5.0,2,11,0,9,0,5,12,2.0,2.0,7,9,7,5,7,5,8,3,1,0,1,1,4.0,9.0,1.0,3.0,2.0,3.0,1.0,1.0,8.0,8.0,1.0,6.0,1.0,8.0,1.0,3,0,1,4,0,3
SCXZIRW,1,1,2,2,2,3,2,2,2,2,3,2,1,0,1,0,0,2,1,2,1,1,1,1,1,0,0,1,3,1,1,0,0,1,1,1,1.0,1.0,1,2.0,2,2,2,2,2,2,0,0,5.0,2,14,1,1,3,0,12,9.0,7.0,9,1,7,5,7,5,6,3,0,0,1,2,3.0,3.0,6.0,8.0,2.0,1.0,2.0,4.0,2.0,3.0,6.0,7.0,8.0,6.0,4.0,2,1,1,2,2,4
BWYSVMX,1,1,2,1,2,1,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,0,1,1,1,0,0,0,1.0,1.0,0,,1,1,2,2,1,3,0,0,2.0,1,11,0,2,2,0,12,6.0,6.0,6,8,7,5,7,5,6,3,1,0,1,3,2.0,5.0,7.0,4.0,3.0,6.0,3.0,5.0,7.0,9.0,6.0,6.0,8.0,5.0,1.0,2,2,1,2,2,4
MMMWPIJ,1,2,2,1,1,2,3,1,1,1,2,2,2,1,1,0,0,0,1,2,1,1,0,1,1,0,0,0,2,1,1,1,1,0,0,1,,1.0,1,2.0,2,2,3,2,2,2,0,0,5.0,2,11,1,5,2,6,12,7.0,6.0,9,1,7,5,7,5,8,3,0,0,0,3,4.0,9.0,3.0,2.0,6.0,7.0,8.0,1.0,10.0,8.0,5.0,8.0,1.0,8.0,1.0,2,1,0,4,2,3
VXTNOYX,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,2.0,2.0,1,2.0,2,2,2,2,2,2,1,1,2.0,2,20,1,5,2,12,12,3.0,4.0,6,8,7,5,7,5,8,3,0,0,0,2,7.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2,1,1,4,1,0
IWAQTHP,1,2,3,3,3,3,3,2,2,2,3,3,2,0,1,0,0,0,2,2,1,0,1,1,1,0,0,0,3,1,1,1,0,0,0,1,1.0,2.0,1,2.0,3,3,3,3,2,1,1,1,2.0,1,16,1,2,2,0,12,4.0,3.0,8,8,6,5,6,5,6,3,0,0,0,1,3.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,2,1,0,3,2,3
ALHKLMR,1,1,2,1,1,2,1,0,1,1,1,2,1,1,0,0,0,0,2,2,1,0,1,0,1,1,0,0,2,0,1,1,0,0,0,1,2.0,2.0,1,2.0,2,1,2,2,2,2,0,0,6.0,1,1,0,1,2,2,12,2.0,4.0,6,9,7,5,7,5,8,3,1,0,0,2,2.0,4.0,5.0,8.0,2.0,7.0,6.0,7.0,2.0,2.0,3.0,4.0,2.0,3.0,8.0,2,3,0,2,1,2
RUYKWQF,0,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,,1.0,0,,2,2,2,2,2,2,0,0,6.0,1,1,0,5,2,2,12,4.0,4.0,6,6,7,5,7,5,6,3,0,0,1,2,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,1,1,0,0,1,0
QIXKGYM,0,1,2,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,2.0,1.0,0,,2,2,2,2,2,2,1,1,6.0,2,3,0,2,4,3,12,3.0,4.0,7,8,0,5,0,5,6,3,0,0,1,2,1.0,4.0,4.0,9.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,1,1,0,4,2,0
ATCQSTH,1,2,3,3,3,3,2,2,2,3,3,3,3,0,0,0,0,0,2,3,1,1,1,1,1,1,1,1,3,1,1,1,0,0,0,1,2.0,,1,,3,3,3,3,2,3,0,0,6.0,2,13,0,4,2,6,12,7.0,7.0,8,2,5,5,7,5,8,3,0,0,0,4,,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,1,1,0,3,2,4
EIVBXXK,1,1,3,3,3,1,3,2,2,3,3,3,1,1,1,1,0,0,0,3,1,0,1,0,0,0,1,1,3,1,1,1,0,0,1,1,1.0,1.0,1,2.0,3,3,3,3,2,3,0,0,5.0,3,3,1,4,4,3,12,5.0,5.0,6,6,7,5,7,5,6,3,0,0,1,3,4.0,8.0,1.0,1.0,5.0,7.0,4.0,1.0,10.0,8.0,1.0,5.0,2.0,7.0,1.0,2,1,1,3,1,2
EYHWLZS,1,1,2,3,3,1,2,2,3,3,2,2,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,,1.0,1,0.0,3,3,3,2,1,3,1,0,2.0,2,3,1,4,4,9,12,4.0,4.0,6,9,7,5,7,5,8,3,1,0,0,2,1.0,1.0,1.0,8.0,4.0,1.0,8.0,1.0,1.0,5.0,1.0,8.0,9.0,9.0,1.0,3,0,1,3,1,2
XDPIPSI,1,1,2,2,3,1,1,0,1,2,3,2,1,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,,2.0,0,,3,3,3,2,1,3,0,0,2.0,2,12,1,3,3,6,12,6.0,5.0,10,1,7,5,7,5,8,3,0,0,0,3,2.0,1.0,1.0,5.0,7.0,4.0,1.0,1.0,1.0,4.0,1.0,9.0,8.0,9.0,1.0,3,1,0,4,2,2
RSWWMBH,1,1,2,1,2,2,2,1,1,1,2,2,2,0,1,0,0,0,1,2,0,1,1,1,1,1,1,0,3,1,1,1,0,0,0,1,2.0,2.0,1,,3,3,3,3,2,3,0,0,4.0,2,20,0,9,4,5,12,4.0,4.0,6,2,7,5,7,5,8,3,0,0,0,1,4.0,9.0,2.0,3.0,4.0,5.0,3.0,2.0,9.0,9.0,2.0,4.0,4.0,8.0,2.0,3,0,1,4,2,3
RWDTSBK,1,2,3,2,2,1,1,1,2,2,3,1,1,0,0,0,0,0,2,2,1,0,0,1,1,1,0,0,3,1,0,0,1,1,1,0,1.0,2.0,0,,3,3,3,3,2,3,0,1,6.0,2,1,0,4,2,1,12,5.0,4.0,6,10,7,5,7,5,8,3,0,0,1,3,3.0,5.0,2.0,7.0,5.0,6.0,1.0,1.0,2.0,6.0,5.0,5.0,9.0,8.0,5.0,2,1,1,4,2,2
YKJMHAN,1,1,2,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,3,1,1,1,0,0,0,1,,1.0,1,1.0,2,3,3,3,2,2,0,0,6.0,2,11,0,5,2,8,12,5.0,5.0,6,0,7,5,7,5,8,3,0,0,0,3,4.0,6.0,3.0,4.0,4.0,3.0,2.0,2.0,7.0,8.0,3.0,4.0,6.0,5.0,2.0,3,0,0,3,2,4
TDVJFBS,1,1,2,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,2,1,1,1,0,0,0,1,2.0,2.0,1,2.0,2,3,3,2,2,2,1,0,6.0,3,20,1,9,2,14,12,6.0,7.0,9,10,6,5,6,5,8,3,0,0,1,3,1.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,2.0,2.0,4.0,7.0,2.0,2,1,0,4,1,2
WEJIREO,1,1,3,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2,3,1,1,1,1,1,1,0,0,3,1,1,1,0,0,0,1,1.0,2.0,1,2.0,3,3,3,3,2,3,0,0,5.0,3,11,0,9,0,5,12,5.0,5.0,7,8,6,5,6,5,7,3,0,0,1,4,4.0,7.0,3.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,5.0,5.0,5.0,7.0,3.0,2,0,1,4,1,4
WVBPZWE,1,1,3,1,1,2,2,1,2,2,1,2,1,0,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,0,1,1,0,0,1,1,2.0,,1,2.0,2,2,2,2,2,2,0,0,6.0,1,11,1,4,2,0,12,6.0,8.0,7,7,0,5,0,5,0,3,0,0,1,1,3.0,4.0,5.0,6.0,6.0,4.0,4.0,4.0,5.0,6.0,6.0,8.0,8.0,8.0,3.0,3,1,0,3,3,4
CUEJLPA,1,2,3,3,3,2,3,3,2,2,3,3,1,0,0,0,0,0,2,3,1,0,0,1,1,0,0,0,3,1,0,0,0,1,0,0,1.0,2.0,1,2.0,3,3,3,3,3,3,0,0,6.0,2,20,1,2,2,0,12,5.0,5.0,6,0,0,5,0,5,6,3,0,0,1,0,,8.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3,0,0,3,3,2
NFBKLLU,1,2,3,3,3,2,3,3,2,3,3,3,1,1,0,1,0,0,2,2,1,0,1,1,1,1,0,0,3,1,1,1,0,0,0,1,2.0,2.0,1,2.0,3,3,3,3,2,3,0,0,5.0,3,3,1,1,3,0,12,6.0,6.0,6,10,7,5,7,5,6,3,0,0,1,4,4.0,8.0,1.0,1.0,2.0,7.0,4.0,1.0,9.0,10.0,1.0,7.0,1.0,8.0,1.0,3,0,0,4,2,3
OHPBBOO,1,1,2,2,2,1,1,2,3,2,3,2,1,2,1,1,2,2,2,3,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,,1.0,0,,3,2,3,3,2,2,1,0,0.0,0,11,0,3,2,8,12,7.0,7.0,8,2,7,5,7,5,6,3,1,0,1,2,5.0,2.0,7.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,7.0,9.0,7.0,6.0,4.0,2,2,0,4,2,3
RIGQSYS,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1.0,2.0,1,2.0,2,2,2,2,2,1,1,1,2.0,3,20,1,5,2,0,12,3.0,3.0,6,9,7,5,7,5,8,3,0,0,0,2,4.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,4.0,5.0,5.0,4.0,3.0,2,1,1,4,2,0
ZXHPTMC,1,1,3,3,2,1,3,3,2,2,3,2,1,0,0,1,0,0,1,2,0,0,1,0,1,0,0,0,3,1,1,1,1,0,1,1,,2.0,1,2.0,3,3,3,3,3,2,0,0,5.0,2,20,1,4,4,9,12,5.0,5.0,8,8,7,5,7,5,6,3,0,0,1,3,4.0,7.0,1.0,1.0,4.0,7.0,3.0,1.0,9.0,7.0,2.0,5.0,2.0,6.0,1.0,2,0,1,3,1,1
VXENQYA,1,2,3,2,2,2,2,2,1,1,2,2,2,0,1,0,0,0,2,3,1,1,0,1,1,0,0,0,3,1,1,1,0,0,0,1,1.0,2.0,1,2.0,3,3,3,3,3,2,0,0,6.0,1,3,1,3,3,1,12,7.0,6.0,9,3,7,5,5,5,8,3,0,0,0,3,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,6.0,6.0,5.0,6.0,4.0,2,2,0,3,3,3
LWMRDDH,1,1,3,2,3,1,3,2,3,2,3,2,1,0,1,0,0,0,2,2,1,0,1,1,1,1,1,1,3,1,1,1,0,0,0,1,2.0,2.0,1,2.0,3,3,3,3,3,2,1,1,2.0,2,3,1,4,4,9,12,3.0,3.0,6,9,7,5,7,5,8,3,0,0,0,3,3.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,5.0,7.0,1.0,2,0,1,4,1,3
BAROSMW,1,1,2,1,1,1,2,1,1,1,1,1,0,0,1,0,0,0,1,2,0,1,0,1,1,1,0,0,2,1,1,1,0,0,0,1,1.0,2.0,1,,2,2,2,2,2,2,0,0,5.0,3,11,1,7,2,6,12,6.0,5.0,8,10,7,5,7,5,8,3,0,0,0,3,4.0,10.0,1.0,1.0,7.0,6.0,2.0,1.0,9.0,10.0,1.0,1.0,1.0,7.0,1.0,3,1,0,4,2,2
YQDVGRE,1,1,2,2,3,2,2,1,1,1,2,2,2,0,0,0,0,0,2,3,1,1,1,0,1,0,0,0,2,0,1,1,0,1,0,0,1.0,1.0,0,,3,2,3,2,2,2,0,0,6.0,2,3,0,3,2,2,12,2.0,2.0,6,9,7,5,7,5,8,3,1,0,1,0,1.0,6.0,5.0,6.0,6.0,4.0,3.0,2.0,5.0,6.0,4.0,6.0,8.0,6.0,4.0,1,0,0,4,2,3
BVIUFVD,1,2,2,1,2,2,2,2,1,2,2,2,1,0,0,0,0,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,0,0,1,2.0,2.0,1,2.0,2,3,3,3,2,2,0,0,6.0,1,1,0,3,2,8,12,6.0,7.0,6,8,7,5,7,5,8,3,0,0,0,3,9.0,5.0,9.0,7.0,6.0,5.0,6.0,6.0,4.0,6.0,8.0,8.0,7.0,8.0,5.0,2,1,1,4,2,4
BECJWXR,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,1,1,2.0,2.0,1,2.0,2,2,2,2,2,2,1,0,6.0,2,9,0,2,4,8,12,5.0,5.0,6,10,7,5,7,5,7,3,1,0,0,3,2.0,6.0,7.0,7.0,6.0,7.0,5.0,8.0,10.0,10.0,7.0,10.0,5.0,7.0,2.0,2,0,1,4,1,4
URXPXVO,1,1,2,2,2,1,1,1,1,1,2,2,1,0,0,0,0,0,2,2,1,1,1,1,1,1,0,0,3,1,1,1,0,0,0,1,1.0,2.0,1,2.0,3,2,3,3,2,3,0,0,2.0,2,11,1,3,2,0,12,7.0,7.0,9,0,7,5,7,5,7,3,0,0,1,2,1.0,7.0,1.0,8.0,5.0,2.0,3.0,1.0,6.0,6.0,4.0,7.0,8.0,8.0,1.0,2,0,1,4,2,4
ILEPTAM,1,1,2,2,2,1,2,1,2,2,2,2,1,0,1,1,0,0,1,2,1,1,1,1,1,0,0,0,3,1,0,1,0,0,0,0,,2.0,0,,2,2,3,2,2,2,0,0,6.0,2,1,0,1,2,4,12,1.0,4.0,7,8,0,5,0,5,6,3,1,0,1,3,7.0,7.0,3.0,5.0,6.0,5.0,4.0,4.0,7.0,6.0,4.0,6.0,5.0,8.0,2.0,2,0,1,4,1,4
AWXTFMW,1,1,2,2,2,1,1,1,2,2,3,2,1,1,1,1,2,2,1,2,1,1,1,1,1,0,1,0,3,1,1,0,0,0,0,1,1.0,2.0,1,2.0,3,3,3,3,2,3,0,0,0.0,1,1,0,5,2,6,12,6.0,6.0,9,2,5,5,7,5,6,3,0,0,0,0,5.0,1.0,8.0,3.0,5.0,2.0,6.0,7.0,1.0,2.0,9.0,8.0,5.0,8.0,6.0,2,1,0,2,2,4
OUWWLTJ,1,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1,0,0,2,3,1,1,1,1,1,1,0,0,2,1,1,1,0,1,0,1,1.0,2.0,1,2.0,3,3,3,3,2,1,1,1,2.0,2,14,0,3,4,2,12,1.0,2.0,6,9,6,5,6,5,7,3,0,0,1,3,1.0,3.0,4.0,6.0,6.0,2.0,4.0,3.0,3.0,3.0,3.0,6.0,6.0,3.0,1.0,2,1,1,3,2,4
ZKFKLCZ,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,1.0,2.0,1,2.0,2,2,2,2,2,2,0,0,6.0,2,2,0,9,2,0,12,7.0,7.0,9,9,6,5,6,5,8,3,1,1,0,1,3.0,5.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,8.0,7.0,4.0,4.0,2,1,0,4,2,0
MEZSPUO,0,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,0,,1.0,0,,2,2,2,2,2,2,0,0,6.0,2,11,0,0,2,8,12,5.0,5.0,6,9,7,5,7,5,6,3,0,0,1,2,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3,3,0,3,3,0
FNPASFT,0,1,2,2,1,2,2,1,1,2,2,1,2,0,0,0,0,0,1,2,1,1,1,0,1,0,0,0,3,1,1,1,0,0,1,1,1.0,2.0,1,2.0,3,3,2,2,2,3,0,0,5.0,2,3,1,4,4,2,12,3.0,5.0,6,9,7,5,7,5,6,3,1,0,0,2,3.0,7.0,6.0,5.0,7.0,7.0,6.0,5.0,9.0,8.0,6.0,4.0,3.0,7.0,4.0,2,1,0,3,2,3
RXMELAL,0,1,2,2,2,1,2,2,2,2,2,2,1,0,0,0,0,0,1,2,1,1,1,1,1,0,0,0,2,1,1,0,1,0,0,1,1.0,2.0,1,2.0,2,3,3,2,2,3,0,0,0.0,1,11,1,4,2,0,12,6.0,6.0,0,0,7,5,7,5,8,3,0,0,0,2,4.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,6.0,6.0,5.0,1.0,2,1,0,3,2,4
DYQOYMP,1,2,2,1,1,2,2,1,1,1,1,1,1,0,1,1,0,0,1,2,1,1,1,1,1,1,1,1,2,1,0,1,1,0,1,1,2.0,2.0,1,2.0,2,2,2,2,2,2,1,1,2.0,2,8,0,1,4,2,12,5.0,3.0,6,10,0,5,0,5,6,3,1,0,0,3,1.0,4.0,1.0,8.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,4.0,4.0,3.0,1.0,2,1,1,4,2,4
RMBYREN,1,1,2,1,2,0,2,1,2,1,1,2,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,1.0,2.0,1,2.0,1,2,2,2,1,2,1,0,6.0,2,12,0,7,4,0,12,6.0,6.0,9,0,6,5,6,5,7,3,0,1,0,0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,8.0,6.0,5.0,1,1,0,2,2,0
HPQNYIT,1,1,3,3,3,1,2,2,2,2,2,2,1,0,0,0,0,0,1,2,1,1,1,1,1,1,1,0,3,1,0,1,1,1,0,1,2.0,2.0,1,2.0,3,3,3,3,2,3,0,0,6.0,1,9,1,5,3,6,12,8.0,7.0,10,1,7,5,7,5,7,3,0,0,0,3,3.0,2.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,8.0,5.0,6.0,2.0,2,1,0,3,2,4
RSRMHLN,1,3,0,2,2,2,2,1,2,2,2,2,1,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,3,1,1,1,0,0,0,1,3.0,2.0,0,,3,2,2,3,2,2,0,0,0.0,1,9,1,8,2,11,12,8.0,7.0,10,2,7,5,6,5,8,3,0,0,0,3,3.0,7.0,7.0,6.0,1.0,1.0,1.0,1.0,7.0,7.0,6.0,7.0,7.0,7.0,4.0,2,1,0,3,2,4
DODGFPW,1,2,2,1,1,1,1,1,1,1,2,3,3,1,1,2,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,2.0,2.0,1,2.0,1,1,0,0,1,2,0,0,1.0,2,2,1,4,2,0,12,9.0,9.0,1,1,6,5,7,5,3,3,0,0,0,3,1.0,3.0,2.0,4.0,3.0,6.0,5.0,5.0,7.0,6.0,8.0,7.0,7.0,3.0,3.0,2,0,1,2,0,4
JRNXECJ,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,2,0,0,0,0,1,0,0,0,2,1,1,1,1,1,1,1,1.0,1.0,0,,2,2,2,2,2,2,0,0,6.0,3,11,1,3,2,0,12,5.0,5.0,8,10,7,5,7,5,6,3,0,0,1,3,1.0,4.0,3.0,6.0,3.0,3.0,2.0,1.0,2.0,5.0,5.0,7.0,8.0,7.0,3.0,2,1,0,4,2,0
FEENWBE,1,1,2,2,2,3,1,1,2,2,2,2,2,0,0,1,0,0,2,3,1,1,1,1,1,1,1,0,3,1,1,1,0,0,0,1,2.0,,1,,2,3,3,3,2,2,0,0,6.0,2,9,0,0,2,3,3,3.0,3.0,7,2,7,5,7,5,6,3,1,0,0,3,8.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,8.0,7.0,2.0,9.0,6.0,7.0,1.0,2,0,1,4,1,4
TDDAJBU,1,1,1,1,2,1,2,2,1,1,2,1,1,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,3,1,1,1,0,0,1,1,1.0,1.0,0,,3,2,2,3,2,3,0,0,5.0,3,10,1,6,2,2,12,4.0,4.0,8,9,7,5,7,5,8,3,0,0,0,3,3.0,7.0,3.0,5.0,4.0,3.0,4.0,4.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,2,1,1,4,2,1
RIXOSKG,1,2,2,1,3,1,1,1,2,1,3,3,3,0,0,0,0,1,1,2,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1,1,1.0,2.0,1,2.0,2,2,2,2,2,2,1,1,6.0,1,7,0,4,2,2,12,4.0,4.0,6,10,7,5,7,5,6,3,1,0,0,0,3.0,4.0,6.0,3.0,3.0,1.0,2.0,2.0,3.0,7.0,4.0,8.0,9.0,5.0,6.0,2,1,1,3,2,4
