ID,fakenews1,fakenews2,fakenews3,fnsce_press,fnsce_politician,fnsce_citizen,fnsce_enemy,fnsce_ngo,fnsce_mag,fnsce_tv,fnsce_internet,fnsce_mobile,fnsce_nbr,fndt_gov,fndt_con,fndt_dem,fndt_pln,fndt_press,fn_self,fn_other,fncheck_friend,fncheck_book,fncheck_expert,fncheck_factcheck,fnrespond1,fnrespond_2,fnrespond_3,fnrespond_4,fn_edu,v_o_1,v_o_2,v_o_3,v_o_4,v_o_5,v_o_6,fc,fc_usage,fc_power,tfc,tfc_power,fnresponsibility_src,fnresponsibility_press,fnresponsibility_official,fnresponsibility_platform,fnresponsibility_citizen,fnlaws,fn_gov,fn_tech,party,pan,city,sex,age,edu,job,job_other,incomelevel,classlevel,monthincome_self,monthincome_family,father,father_other,mother,mother_other,partner,partner_other,carlis,motorlis,CDC,vaccines,@2024president,dppscore,kmtscore,tppscore,nppscore,tspscore,pfpscore,npscore,tsaiscore,laiscore,chuscore,houscore,koscore,usascore,chinascore,taiwanese,chinese,ethic,sovereignty,cultrue,fakenews_indicator
UMERNOF,1,2,2,1,1,1,0,3,1,1,2,3,0,2,2,2,2,1,3,3,1,1,1,1,1,1,0,0,3,0,1,0,0,0,1,1,2.0,,1,2.0,3,3,2,0,2,2,1,1,5.0,3,11,1,4,3,0,12,7.0,7.0,9,1,7,5,7,5,8,3,0,0,0,4,1.0,5.0,3.0,7.0,3.0,3.0,3.0,3.0,3.0,9.0,2.0,3.0,9.0,5.0,6.0,1,1,1,4,2,10.0
VBHPNBA,0,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,0,0,1,2,0,0,0,1,1,1,0,0,3,1,1,1,0,0,0,1,1.0,2.0,1,2.0,3,3,3,3,2,2,0,0,2.0,1,7,1,5,2,3,12,7.0,7.0,5,5,7,5,7,5,8,3,1,0,0,3,3.0,3.0,3.0,8.0,5.0,1.0,5.0,5.0,3.0,4.0,3.0,8.0,8.0,5.0,5.0,2,2,0,3,2,6.0
TYBZKSH,1,1,2,1,1,1,1,1,1,2,1,1,1,0,0,0,0,1,2,2,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,1,1.0,2.0,1,2.0,2,2,2,2,2,2,0,0,6.0,1,10,1,5,2,7,12,4.0,4.0,6,2,7,5,7,5,8,3,0,0,0,2,4.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,5.0,2.0,1.0,2,1,1,4,2,11.0
IKKMIPQ,1,1,2,3,3,2,3,3,3,3,3,3,2,0,1,0,0,0,3,3,1,0,0,1,1,0,0,0,3,1,1,1,0,1,0,1,1.0,2.0,0,,3,3,3,3,2,3,0,0,6.0,2,10,1,3,2,0,12,2.0,2.0,6,8,7,5,7,5,1,3,0,0,0,3,1.0,1.0,3.0,6.0,6.0,5.0,4.0,4.0,1.0,8.0,5.0,8.0,9.0,4.0,3.0,2,0,0,4,2,5.0
MPVWUJV,1,1,2,2,1,2,2,2,1,2,3,2,2,1,1,1,0,0,1,2,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,2.0,2.0,1,,2,2,2,3,2,2,0,0,6.0,2,1,0,3,2,0,12,8.0,8.0,8,0,7,5,7,5,6,3,0,0,1,3,4.0,7.0,4.0,6.0,6.0,6.0,3.0,4.0,7.0,7.0,5.0,6.0,8.0,8.0,5.0,2,1,0,4,2,9.0
SSSHOLD,1,1,1,1,2,0,1,2,1,0,1,1,1,1,0,0,1,1,1,2,0,1,1,0,1,1,0,0,2,0,1,0,0,1,1,1,2.0,2.0,0,,2,2,1,1,1,2,0,0,1.0,1,1,1,3,3,0,12,8.0,9.0,2,5,7,5,7,5,8,3,0,0,0,2,3.0,2.0,4.0,10.0,4.0,4.0,6.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,2,0,0,3,1,7.0
LDEFCQS,1,1,2,1,2,1,1,2,2,2,2,1,0,1,1,0,0,0,2,2,1,1,1,1,1,0,0,1,2,1,1,1,1,0,0,0,1.0,1.0,1,2.0,3,3,3,2,2,2,0,0,0.0,1,3,1,2,3,8,12,5.0,6.0,6,5,7,5,7,5,6,3,0,0,1,2,3.0,3.0,9.0,7.0,4.0,1.0,3.0,1.0,1.0,2.0,6.0,10.0,9.0,10.0,1.0,2,0,1,3,3,8.0
IPWPNAN,1,1,2,2,2,1,2,1,1,2,3,1,1,0,1,0,0,0,2,2,1,1,0,1,1,1,0,0,3,1,0,0,1,0,0,1,1.0,2.0,1,2.0,2,2,3,2,2,2,1,0,5.0,2,3,1,3,2,0,12,6.0,6.0,6,9,6,5,7,5,8,3,0,0,0,3,4.0,6.0,1.0,5.0,6.0,7.0,3.0,2.0,7.0,8.0,1.0,5.0,6.0,9.0,1.0,3,1,0,2,2,8.0
VLXAXOC,1,1,2,2,2,1,2,1,1,1,2,2,1,2,2,1,2,2,2,2,1,0,1,1,1,0,0,0,2,1,1,1,0,0,1,1,,2.0,1,2.0,2,3,2,2,1,2,1,1,6.0,3,6,1,2,2,4,12,3.0,3.0,7,6,7,5,7,5,6,3,0,0,1,0,1.0,4.0,1.0,5.0,3.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,5.0,7.0,1.0,1,0,1,4,1,
DEWPUMV,1,1,2,1,1,2,2,1,1,2,3,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,2,1,1,1,0,0,0,1,1.0,2.0,1,2.0,3,2,1,2,2,2,1,1,5.0,2,14,1,3,2,6,12,5.0,4.0,6,6,5,5,5,5,6,3,1,1,1,4,8.0,8.0,3.0,4.0,7.0,7.0,5.0,2.0,8.0,7.0,3.0,3.0,4.0,7.0,4.0,2,0,1,4,2,9.0
PCDWTWQ,1,1,2,3,2,1,2,2,2,2,3,3,2,0,1,0,0,0,2,2,1,0,1,1,1,1,0,0,3,1,1,1,0,0,0,1,1.0,2.0,0,,3,3,3,2,2,3,0,0,6.0,2,6,0,3,2,2,12,4.0,4.0,6,9,7,5,7,5,6,3,0,0,0,2,1.0,6.0,5.0,7.0,5.0,5.0,5.0,5.0,7.0,6.0,5.0,6.0,8.0,7.0,2.0,2,0,1,4,1,7.0
KUZIYJL,1,1,2,2,3,1,1,1,2,2,3,2,1,0,0,1,0,0,0,2,1,1,1,1,0,0,0,0,3,0,1,1,0,0,1,1,1.0,2.0,1,2.0,3,3,3,3,3,3,0,0,6.0,1,11,1,1,3,0,12,6.0,6.0,8,0,6,5,7,5,6,3,0,0,0,2,3.0,1.0,5.0,6.0,5.0,3.0,3.0,3.0,1.0,1.0,8.0,6.0,8.0,7.0,1.0,2,0,0,2,0,7.0
OXDZCQF,1,2,2,3,2,2,1,2,2,2,3,3,2,1,1,1,1,1,1,2,1,1,1,0,0,1,0,0,3,1,0,1,0,0,1,0,,2.0,0,,2,2,2,2,2,3,0,0,6.0,1,11,0,6,2,5,12,2.0,8.0,7,0,7,5,7,5,8,3,0,0,1,3,2.0,5.0,4.0,5.0,3.0,3.0,1.0,1.0,5.0,4.0,5.0,8.0,7.0,5.0,5.0,3,1,1,4,2,
VNSGUOJ,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,0,0,1,1,1,1,0,0,2,1,1,1,0,0,0,1,2.0,2.0,1,2.0,2,2,2,2,2,1,1,1,6.0,2,2,1,5,3,8,12,5.0,5.0,9,9,7,5,7,5,8,3,0,0,0,3,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,1,1,3,2,8.0
OBGPNQX,1,2,3,3,2,2,3,2,2,2,3,3,2,2,0,2,2,0,1,2,1,1,1,1,1,1,1,1,3,1,1,1,0,0,0,1,1.0,2.0,1,2.0,3,3,3,3,3,2,0,0,5.0,3,8,0,4,2,8,12,6.0,6.0,8,1,7,5,7,5,6,3,0,0,0,0,4.0,9.0,1.0,4.0,7.0,7.0,5.0,1.0,10.0,9.0,5.0,6.0,5.0,7.0,2.0,2,0,0,4,3,11.0
CCWITPW,1,3,3,3,3,3,3,3,3,3,3,3,3,0,0,1,1,0,2,3,1,1,1,1,1,1,1,1,3,1,0,1,0,0,1,1,2.0,2.0,1,1.0,2,2,2,2,2,2,0,0,6.0,2,11,1,4,3,2,12,8.0,8.0,10,0,7,5,7,5,8,3,0,0,1,3,,8.0,2.0,3.0,5.0,6.0,1.0,1.0,8.0,7.0,2.0,6.0,3.0,8.0,1.0,2,0,1,4,2,12.0
JCFAVCG,0,1,3,1,2,1,1,2,1,2,3,3,1,0,0,1,0,0,2,2,1,1,1,1,1,0,0,0,3,1,1,1,0,0,0,0,,2.0,1,,3,3,3,3,2,2,0,0,6.0,2,11,0,10,2,5,12,3.0,3.0,7,2,5,5,5,5,5,3,1,1,1,1,3.0,4.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,8.0,6.0,7.0,3.0,2,1,0,4,2,
INZINCW,1,1,2,2,2,1,2,2,1,2,3,3,1,0,0,0,0,0,2,2,1,0,1,1,1,0,0,0,3,1,1,1,0,0,0,1,1.0,2.0,1,2.0,3,3,3,2,1,2,1,0,6.0,2,20,1,2,3,4,12,1.0,6.0,7,7,5,5,6,5,6,3,1,0,0,2,4.0,6.0,2.0,6.0,7.0,6.0,2.0,1.0,8.0,8.0,3.0,3.0,7.0,8.0,1.0,2,0,0,4,2,7.0
WAMWWPJ,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,2,1,0,1,1,0,0,1,,1.0,0,,2,2,2,2,2,2,0,0,6.0,2,11,0,5,4,8,12,7.0,7.0,8,0,7,5,7,5,8,3,0,0,0,1,3.0,4.0,7.0,4.0,4.0,4.0,7.0,6.0,5.0,6.0,8.0,7.0,6.0,5.0,3.0,2,1,0,4,2,
QHVKYMT,1,2,3,3,2,1,2,2,3,3,3,2,1,0,1,1,0,0,2,3,1,0,0,0,1,0,0,0,3,1,1,0,1,1,0,0,,1.0,0,,2,2,3,2,2,2,0,0,6.0,1,17,1,1,2,4,12,1.0,1.0,7,8,7,5,7,5,6,3,0,0,1,2,3.0,5.0,6.0,6.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,7.0,1.0,2,0,0,3,2,
MMXMLKH,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,0,1,2,1,1,1,1,1,1,0,1,3,1,1,1,1,0,0,1,2.0,2.0,1,,3,3,3,3,2,2,0,0,6.0,1,10,0,6,2,3,7,3.0,5.0,8,9,7,5,7,5,8,3,0,0,1,2,4.0,2.0,7.0,2.0,2.0,1.0,3.0,3.0,2.0,8.0,6.0,3.0,5.0,2.0,3.0,2,2,0,3,2,11.0
SYURDVD,0,1,2,2,2,1,2,2,2,2,3,3,2,0,0,2,0,0,2,3,1,1,1,1,1,1,0,0,3,1,1,1,0,0,0,1,1.0,2.0,0,,3,3,3,3,3,3,0,0,5.0,2,1,0,4,2,2,12,4.0,4.0,6,8,7,5,7,5,8,3,0,0,0,3,4.0,8.0,3.0,1.0,1.0,3.0,1.0,1.0,8.0,8.0,3.0,4.0,2.0,5.0,1.0,3,2,1,4,2,8.0
WZSOIKE,1,2,3,3,3,3,3,2,3,3,3,3,3,0,1,1,0,0,1,2,1,1,1,1,1,0,0,0,3,0,1,1,0,0,0,1,2.0,2.0,1,2.0,2,3,3,3,2,3,0,0,6.0,1,3,0,3,2,0,12,6.0,6.0,6,0,7,5,7,5,8,3,0,0,1,3,3.0,3.0,6.0,8.0,5.0,5.0,2.0,1.0,2.0,7.0,7.0,8.0,9.0,8.0,2.0,2,2,0,3,2,9.0
LRROCFE,1,1,2,1,1,1,1,1,2,2,3,1,1,0,0,0,0,0,2,2,1,1,1,1,1,0,0,0,2,0,1,1,0,0,1,1,2.0,1.0,0,,2,2,2,2,2,2,0,0,6.0,2,10,0,3,3,3,9,5.0,5.0,6,10,7,5,7,5,6,3,0,0,0,3,1.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,7.0,5.0,6.0,7.0,6.0,1.0,3,0,1,4,2,8.0
BKGMXHT,1,3,3,3,3,3,3,3,3,3,3,3,2,0,0,0,0,0,2,3,1,1,1,1,1,0,0,0,3,0,1,1,0,0,1,1,1.0,2.0,1,1.0,3,3,3,3,2,3,0,0,6.0,1,20,0,2,2,8,12,7.0,5.0,8,8,7,5,7,5,6,3,0,0,0,3,3.0,1.0,6.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1,1,1,4,2,8.0
HZPROAD,1,2,3,3,3,1,2,3,3,3,3,2,1,0,1,0,0,0,1,3,1,1,1,1,0,0,0,0,2,1,1,1,0,1,1,1,,0.0,1,0.0,3,3,3,2,2,0,0,1,6.0,0,3,1,4,2,0,12,4.0,3.0,10,10,7,5,7,5,6,3,0,0,0,2,4.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,8.0,1.0,2,1,1,4,2,
OXJRLES,1,1,2,1,2,1,1,1,1,1,2,2,1,0,1,1,0,1,1,2,1,1,0,1,1,0,0,0,2,0,1,1,1,0,1,1,1.0,2.0,1,2.0,3,3,3,3,2,3,1,0,5.0,2,20,1,3,3,0,12,5.0,5.0,8,1,7,5,7,5,6,3,0,0,1,3,4.0,7.0,2.0,3.0,7.0,5.0,3.0,3.0,7.0,7.0,3.0,5.0,3.0,6.0,1.0,2,1,0,4,2,7.0
JAHGEBQ,1,1,3,3,3,2,2,1,2,3,3,3,1,2,2,2,2,2,1,2,1,0,1,1,1,0,0,0,3,1,0,1,0,1,0,1,1.0,2.0,1,2.0,3,3,3,3,3,3,0,0,6.0,2,10,0,4,4,8,12,2.0,2.0,6,6,7,5,7,5,6,3,1,0,1,0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,6.0,4.0,3.0,1.0,3,1,1,4,1,7.0
SSNDLOT,1,1,1,1,2,1,2,1,1,1,2,2,1,1,0,1,0,0,2,2,1,0,0,1,0,0,0,0,2,1,1,1,0,0,0,1,1.0,2.0,1,2.0,2,2,2,2,1,1,1,1,6.0,1,1,1,3,2,0,12,5.0,5.0,8,10,6,5,7,5,8,3,0,0,0,2,1.0,3.0,5.0,7.0,1.0,3.0,3.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,1,0,0,3,2,5.0
SEVZBEQ,1,1,2,1,1,1,2,1,0,1,2,1,1,1,1,1,0,0,1,2,1,0,0,1,1,0,1,0,3,1,1,1,0,0,0,1,1.0,2.0,1,2.0,2,3,3,2,2,2,0,0,6.0,2,14,0,3,2,13,12,3.0,5.0,6,8,7,5,7,5,7,3,0,0,0,3,8.0,6.0,4.0,5.0,5.0,5.0,4.0,4.0,7.0,7.0,2.0,4.0,5.0,6.0,3.0,2,1,0,4,2,7.0
FQWKBXE,1,1,2,2,2,1,1,1,2,1,2,1,1,0,0,0,0,0,1,2,1,0,1,1,1,0,0,0,2,1,1,0,0,1,0,1,1.0,2.0,0,,2,2,2,3,2,2,0,0,6.0,2,1,0,3,2,5,12,2.0,4.0,7,5,7,5,7,5,8,3,0,0,1,3,2.0,5.0,5.0,2.0,5.0,3.0,2.0,3.0,5.0,5.0,5.0,7.0,7.0,8.0,2.0,2,0,1,4,1,6.0
AAVRDSL,1,3,3,3,3,1,1,2,3,3,3,2,1,0,1,0,0,0,0,3,1,0,1,1,1,1,0,0,3,1,1,1,0,0,0,1,1.0,0.0,1,0.0,3,3,3,3,2,1,1,1,0.0,1,14,1,6,3,0,12,8.0,7.0,0,4,7,5,7,5,8,3,0,0,0,2,3.0,1.0,9.0,8.0,1.0,1.0,6.0,7.0,1.0,1.0,7.0,8.0,8.0,7.0,3.0,2,2,0,3,2,8.0
MWWWHAS,1,1,2,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,0,0,0,1,1,0,0,2,1,1,0,0,1,0,0,,2.0,0,,2,3,3,2,2,2,0,0,6.0,2,1,0,3,4,6,12,4.0,3.0,6,9,0,5,0,5,6,3,0,0,0,3,1.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,2,1,1,4,2,
QZOSJFF,1,2,2,2,2,2,2,1,1,1,2,2,1,0,0,0,0,0,3,3,1,0,1,0,1,0,0,0,3,1,1,1,0,0,0,0,,1.0,0,,3,3,3,3,3,2,0,0,5.0,2,3,0,3,2,2,12,4.0,4.0,6,10,7,5,7,5,8,3,0,0,0,0,2.0,6.0,3.0,5.0,5.0,5.0,5.0,3.0,8.0,7.0,3.0,9.0,7.0,8.0,1.0,2,0,1,4,2,
DWEZYKP,1,1,2,3,3,1,1,2,2,2,3,2,1,1,0,0,0,0,0,2,1,1,1,1,1,0,0,0,3,1,1,0,0,1,1,0,1.0,1.0,0,,3,3,3,3,2,2,1,1,0.0,1,2,1,2,1,13,12,1.0,1.0,6,6,7,5,7,5,6,3,1,1,1,0,,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2,2,0,2,2,6.0
LLVTXGU,1,1,2,2,3,1,1,3,2,3,2,3,1,0,1,0,0,0,2,3,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,,2.0,1,2.0,3,3,3,3,2,2,1,1,6.0,0,2,1,3,2,11,12,3.0,3.0,10,2,7,5,7,5,7,3,0,0,0,3,3.0,3.0,3.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,1,0,0,4,2,
NDEBHKV,1,2,2,2,2,1,2,2,1,1,3,2,2,0,1,0,0,0,2,2,0,1,1,1,1,1,0,0,3,0,1,1,0,0,0,1,2.0,2.0,1,2.0,3,3,3,3,2,3,0,0,6.0,0,5,0,3,2,0,12,6.0,6.0,8,0,7,5,7,5,8,3,0,0,0,1,,4.0,9.0,6.0,5.0,5.0,4.0,4.0,6.0,5.0,5.0,7.0,7.0,4.0,3.0,2,1,0,4,2,9.0
WSWJLVV,1,3,3,3,2,2,3,2,2,3,3,3,2,1,1,0,0,0,2,3,1,0,1,0,1,1,0,0,3,0,1,1,0,0,0,1,,2.0,1,2.0,3,3,2,2,2,2,1,1,6.0,1,20,0,3,2,14,12,4.0,5.0,6,1,7,5,7,5,6,3,0,0,1,3,4.0,3.0,3.0,5.0,3.0,3.0,2.0,2.0,1.0,6.0,6.0,7.0,7.0,5.0,2.0,1,0,1,3,0,
HBJBMPN,1,1,2,2,3,1,1,1,2,2,2,2,1,1,1,2,1,2,1,2,0,0,0,0,1,1,1,0,3,1,1,0,1,0,1,0,1.0,1.0,0,,1,3,0,3,2,3,0,0,0.0,0,19,1,4,2,8,12,4.0,3.0,8,9,7,5,7,5,8,3,0,0,0,2,2.0,1.0,7.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,5.0,7.0,6.0,2.0,5.0,2,2,0,2,2,4.0
LHVQWQL,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,0,0,0,2,2,0,0,1,1,1,1,0,0,2,0,1,1,0,0,0,1,1.0,2.0,1,2.0,3,2,2,2,2,2,1,0,6.0,2,12,0,4,2,6,12,3.0,5.0,8,0,7,5,7,5,8,3,0,0,1,1,1.0,3.0,2.0,5.0,3.0,1.0,1.0,1.0,3.0,5.0,3.0,5.0,7.0,5.0,2.0,2,1,0,4,1,7.0
RUEWRZS,1,1,2,2,2,2,3,2,2,2,3,3,1,1,1,1,1,0,2,2,0,0,1,0,0,0,1,0,3,1,1,1,0,1,0,0,,2.0,0,,3,3,3,2,2,2,1,0,5.0,3,20,1,6,2,14,12,6.0,7.0,0,1,7,5,7,5,8,3,0,0,0,3,4.0,7.0,1.0,1.0,5.0,4.0,1.0,1.0,7.0,6.0,1.0,2.0,1.0,7.0,1.0,2,1,0,4,1,
VCLUCAS,1,1,3,3,3,2,3,3,3,3,3,3,2,0,0,0,0,0,1,2,1,1,1,1,1,1,1,0,3,1,1,1,0,0,0,1,1.0,1.0,1,2.0,3,3,3,3,3,3,0,0,5.0,2,20,1,4,2,0,12,5.0,5.0,8,10,7,5,7,5,8,3,0,0,1,3,4.0,8.0,1.0,2.0,5.0,6.0,1.0,1.0,7.0,8.0,2.0,5.0,2.0,8.0,1.0,3,0,0,4,2,10.0
AJVNXSG,1,1,2,3,3,1,2,2,2,2,3,3,3,0,0,0,0,0,2,2,1,1,1,1,1,1,0,0,3,1,1,1,1,0,0,1,1.0,2.0,1,2.0,2,3,3,2,2,3,0,0,6.0,2,12,0,3,3,2,12,5.0,5.0,8,10,7,5,7,5,8,3,0,0,0,1,4.0,8.0,6.0,5.0,8.0,4.0,4.0,2.0,9.0,10.0,7.0,5.0,3.0,10.0,1.0,3,0,0,4,3,9.0
VYZGPEV,0,1,2,1,2,2,2,1,2,1,2,1,2,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,3,1,1,1,0,1,0,1,1.0,2.0,1,2.0,3,3,3,3,3,2,1,0,6.0,2,14,0,2,2,13,12,5.0,4.0,8,9,7,5,7,5,8,3,1,0,1,3,1.0,8.0,3.0,8.0,5.0,3.0,5.0,3.0,8.0,5.0,5.0,5.0,10.0,7.0,3.0,3,1,0,4,2,4.0
OMQJGMY,0,1,2,0,0,1,2,1,0,0,2,1,0,1,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,1,1,1,1,1,0,0,,1.0,1,2.0,2,3,3,3,3,2,0,0,6.0,2,2,0,5,2,2,12,3.0,5.0,6,0,7,5,7,5,8,3,0,0,1,2,1.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,2,2,0,3,2,
RTHZDAC,1,2,2,1,1,2,2,2,0,0,3,2,1,2,2,1,1,0,0,2,0,0,0,1,1,1,1,0,3,1,1,1,0,0,0,1,1.0,2.0,1,2.0,2,2,2,2,2,2,1,1,6.0,2,11,1,4,3,0,12,6.0,6.0,9,2,7,5,7,5,8,3,0,0,0,3,8.0,7.0,6.0,8.0,4.0,4.0,3.0,1.0,7.0,8.0,6.0,7.0,8.0,6.0,2.0,2,2,0,3,2,7.0
QORVRHV,1,1,2,2,2,2,1,1,2,2,2,1,2,0,0,0,0,0,2,2,1,0,1,1,1,1,0,0,2,1,1,1,0,0,1,1,,2.0,0,,3,3,3,3,3,2,0,0,5.0,3,5,1,10,0,5,12,5.0,5.0,6,6,7,5,7,5,8,3,1,0,1,3,1.0,10.0,1.0,3.0,6.0,4.0,1.0,1.0,10.0,10.0,10.0,9.0,10.0,9.0,2.0,3,3,0,4,3,
KIHENQZ,1,1,2,2,2,1,1,1,2,2,2,2,1,0,1,1,0,0,1,2,0,0,1,1,1,1,0,0,2,0,1,1,0,0,0,0,1.0,2.0,1,2.0,2,3,2,2,2,2,0,0,0.0,1,13,0,7,3,3,8,6.0,7.0,8,1,6,5,6,5,7,3,0,0,0,3,5.0,1.0,9.0,7.0,6.0,1.0,5.0,5.0,1.0,2.0,9.0,10.0,9.0,7.0,6.0,2,1,0,3,2,6.0
WSNCDTG,1,1,2,1,1,3,3,2,1,0,2,1,2,1,1,2,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1.0,1.0,1,2.0,1,1,1,2,2,2,0,0,6.0,1,3,0,4,4,0,12,5.0,6.0,0,2,1,5,3,5,3,3,0,0,0,2,8.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,3.0,4.0,1,1,1,2,2,8.0
HWSCRYB,1,1,3,3,2,2,3,3,2,2,3,3,2,2,0,2,0,0,0,3,1,1,1,1,1,1,1,1,3,1,1,1,1,0,0,1,1.0,2.0,1,,3,3,2,3,2,3,0,0,5.0,3,14,0,6,3,5,12,5.0,5.0,6,10,6,5,7,5,7,3,1,0,0,3,4.0,9.0,2.0,1.0,5.0,9.0,2.0,1.0,10.0,10.0,1.0,3.0,1.0,9.0,1.0,3,0,1,4,2,11.0
IKUJHOA,1,2,3,3,3,2,3,3,3,3,3,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,,0.0,0,,3,3,3,3,3,3,0,0,6.0,2,11,1,5,3,10,12,7.0,7.0,10,0,7,5,7,5,6,3,0,0,1,1,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,6.0,1.0,3,0,1,4,2,
ZUWHZXY,1,1,2,3,2,2,2,1,2,2,3,2,2,2,2,2,2,2,0,2,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,1,1.0,1.0,1,2.0,3,2,2,3,3,2,1,0,6.0,1,11,1,3,3,1,12,7.0,6.0,9,5,7,5,7,5,6,3,1,1,0,3,1.0,2.0,6.0,9.0,4.0,1.0,3.0,1.0,1.0,2.0,3.0,6.0,8.0,6.0,1.0,2,1,0,3,1,11.0
MEYSQOD,1,1,2,1,2,1,1,1,2,2,3,1,1,0,1,0,0,0,2,2,0,0,0,1,1,1,0,0,2,1,0,0,0,1,0,1,1.0,2.0,0,,2,2,2,2,2,1,0,0,6.0,2,2,1,3,2,4,12,6.0,6.0,7,10,0,5,0,5,0,3,0,0,1,4,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,9.0,3.0,5.0,5.0,1,1,1,3,2,5.0
YQOQUGF,1,1,2,2,1,1,2,1,1,1,2,2,1,0,0,0,1,0,1,3,1,0,1,1,0,0,0,0,2,1,0,1,0,0,0,1,1.0,2.0,1,2.0,2,3,3,2,2,2,0,0,5.0,2,20,1,1,3,3,3,1.0,3.0,7,9,7,5,7,5,6,3,0,0,1,3,4.0,6.0,3.0,4.0,5.0,6.0,4.0,1.0,6.0,7.0,3.0,6.0,4.0,8.0,2.0,3,0,1,4,2,6.0
CERSJTU,1,2,3,3,2,1,2,2,2,2,2,1,1,0,0,0,0,0,1,3,1,1,1,0,1,1,0,0,3,1,1,1,0,1,0,0,,0.0,1,0.0,3,3,3,3,2,2,1,1,6.0,1,14,1,7,2,0,12,8.0,8.0,10,0,7,5,7,5,8,3,0,0,0,2,2.0,3.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,8.0,6.0,3.0,3.0,2,2,0,3,2,
SNJECJG,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,1,2,0,2,3,1,1,0,1,1,1,1,1,3,0,1,1,1,1,0,1,1.0,1.0,0,,2,3,3,3,2,2,0,0,5.0,2,1,0,3,2,5,12,1.0,1.0,7,9,7,5,7,5,8,3,0,0,1,3,1.0,7.0,4.0,4.0,2.0,1.0,1.0,1.0,8.0,9.0,7.0,6.0,10.0,8.0,1.0,3,0,1,4,0,9.0
HMNRWQM,1,2,2,3,3,3,3,3,2,2,3,3,1,0,1,1,0,0,2,3,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,1,,1.0,1,1.0,2,2,2,2,2,2,1,1,6.0,1,2,1,3,3,14,12,5.0,5.0,9,9,7,5,5,5,6,3,0,1,1,2,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,1.0,1,1,0,4,1,
EHSKWOI,1,2,1,2,2,0,3,2,3,3,3,3,1,1,1,1,2,2,1,3,1,1,1,1,1,0,0,0,2,1,1,1,0,1,0,1,1.0,2.0,1,2.0,2,2,3,2,2,2,0,0,5.0,2,1,1,4,2,12,12,7.0,5.0,9,2,7,5,7,5,8,3,0,0,0,3,3.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,7.0,2.0,2,2,0,3,2,8.0
